Nr;Regular;Triangulation;GKZ;Neighbors;regular Neighbors;non-regular Neighbors;F-Vector
4035;0;{0 4 5 7 12}{0 2 3 7 10}{0 9 12 13 15}{0 4 6 7 14}{0 2 6 7 14}{0 5 12 13 15}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{0 5 7 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};22 5 3 7 3 7 2 11 2 10 10 1 8 3 10 16;14;3;11;16 63 104 78 22
4036;0;{0 4 5 7 12}{0 2 3 7 10}{0 4 6 7 14}{0 2 6 7 14}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 3 9 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{1 5 9 12 15}{0 3 9 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};21 5 3 8 3 7 2 11 2 11 9 1 10 1 10 16;14;3;11;16 65 110 84 24
4037;0;{0 4 5 7 12}{0 2 3 7 10}{0 4 6 7 14}{0 2 6 7 14}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{1 5 9 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};20 7 3 7 3 7 2 11 2 10 10 1 10 1 10 16;14;1;13;16 64 107 81 23
4038;0;{0 4 5 7 12}{0 2 3 7 10}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{1 5 9 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};19 7 4 7 4 7 1 11 2 10 10 1 10 1 10 16;12;1;11;16 65 110 84 24
4039;0;{0 4 5 7 12}{0 2 3 7 10}{0 9 12 13 15}{0 5 12 13 15}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{2 4 6 7 14}{0 2 4 7 14}{0 5 7 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};21 5 4 7 4 7 1 11 2 10 10 1 8 3 10 16;12;3;9;16 65 110 84 24
4040;0;{0 4 5 7 12}{0 2 3 7 10}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 3 9 15}{2 4 6 7 14}{0 2 4 7 14}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{1 5 9 12 15}{0 3 9 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};20 5 4 8 4 7 1 11 2 11 9 1 10 1 10 16;12;3;9;16 65 110 84 24
4174;0;{0 4 5 7 12}{0 4 6 7 14}{0 2 6 7 14}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{1 5 9 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{1 3 9 10 15};20 7 3 9 3 7 2 9 2 10 8 1 10 1 12 16;14;4;10;16 65 110 84 24
4175;0;{0 4 5 7 12}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{1 5 9 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{1 3 9 10 15};19 7 4 9 4 7 1 9 2 10 8 1 10 1 12 16;12;4;8;16 65 110 84 24
4546;0;{0 1 5 13 15}{0 1 9 13 15}{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 3 10 11 15}{0 3 9 11 15}{0 1 3 9 15}{0 8 10 11 12}{0 8 9 11 12}{0 10 11 12 15}{0 9 11 12 15}{1 5 6 7 15}{1 3 6 7 15}{0 1 3 6 15}{0 1 5 6 15}{0 5 12 14 15}{0 4 5 12 14}{0 5 6 14 15}{0 4 5 6 14}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15};22 7 2 9 2 8 8 2 2 6 6 6 9 4 9 18;12;1;11;16 65 110 84 24
4547;0;{0 10 12 14 15}{0 3 10 11 15}{0 3 9 11 15}{0 1 3 9 15}{0 8 10 11 12}{0 8 9 11 12}{0 10 11 12 15}{0 9 11 12 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{1 5 6 7 15}{1 3 6 7 15}{0 1 3 6 15}{0 1 5 6 15}{0 5 12 14 15}{0 4 5 12 14}{0 5 6 14 15}{0 4 5 6 14}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15};20 9 2 9 2 8 8 2 2 6 6 6 11 2 9 18;12;1;11;16 65 110 84 24
4563;0;{0 10 12 14 15}{0 5 12 13 15}{3 9 10 11 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{1 5 6 7 15}{1 3 6 7 15}{0 1 3 6 15}{0 1 5 6 15}{0 1 9 10 15}{0 1 3 10 15}{0 5 12 14 15}{0 4 5 12 14}{0 5 6 14 15}{0 4 5 6 14}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15}{1 3 9 10 15};20 8 2 9 2 9 8 2 2 7 11 1 6 6 9 18;12;1;11;16 65 110 84 24
4605;0;{0 1 5 13 15}{0 1 9 13 15}{0 9 12 13 15}{0 10 12 14 15}{0 5 12 13 15}{0 3 10 11 15}{0 3 9 11 15}{0 1 3 9 15}{0 8 10 11 12}{0 8 9 11 12}{0 10 11 12 15}{0 9 11 12 15}{0 1 3 6 15}{0 1 5 6 15}{0 5 12 14 15}{0 4 5 12 14}{0 5 6 14 15}{0 4 5 6 14}{3 5 6 7 15}{1 3 5 6 15}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15};22 6 2 10 2 9 8 1 2 6 6 6 9 4 9 18;12;2;10;16 65 110 84 24
4606;0;{0 10 12 14 15}{0 3 10 11 15}{0 3 9 11 15}{0 1 3 9 15}{0 8 10 11 12}{0 8 9 11 12}{0 10 11 12 15}{0 9 11 12 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 1 3 6 15}{0 1 5 6 15}{0 5 12 14 15}{0 4 5 12 14}{0 5 6 14 15}{0 4 5 6 14}{3 5 6 7 15}{1 3 5 6 15}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15};20 8 2 10 2 9 8 1 2 6 6 6 11 2 9 18;12;2;10;16 65 110 84 24
4824;0;{0 2 3 11 15}{0 1 3 11 15}{0 2 3 7 15}{0 2 6 7 15}{0 2 10 11 15}{0 1 9 11 15}{0 9 10 11 15}{0 5 6 7 15}{0 6 10 14 15}{0 2 6 10 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 12 14 15}{0 4 5 12 14}{0 5 6 14 15}{0 4 5 6 14};22 7 5 5 2 9 6 4 2 8 6 5 8 2 9 20;12;2;10;16 65 110 84 24
4843;0;{0 2 3 11 15}{0 1 3 11 15}{0 2 3 7 15}{0 2 6 7 15}{0 2 10 11 15}{0 1 9 11 15}{0 9 10 11 15}{0 5 6 7 15}{0 6 10 14 15}{0 2 6 10 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 9 12 15}{0 1 5 12 15}{1 5 9 12 15}{0 5 12 14 15}{0 4 5 12 14}{0 5 6 14 15}{0 4 5 6 14};22 6 5 5 2 10 6 4 2 9 6 5 8 1 9 20;12;3;9;16 65 110 84 24
5048;0;{0 2 3 11 15}{0 2 3 7 15}{0 2 6 7 15}{0 2 10 11 15}{0 9 10 11 15}{0 5 6 7 15}{0 6 10 14 15}{0 2 6 10 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 12 14 15}{0 4 5 12 14}{0 5 6 14 15}{0 4 5 6 14};22 6 5 6 2 9 6 4 2 9 6 4 8 2 9 20;13;1;12;16 65 110 84 24
5077;0;{0 1 3 11 15}{0 1 3 7 15}{0 1 5 7 15}{0 1 9 11 15}{0 9 10 11 15}{0 5 6 7 15}{0 10 12 14 15}{0 3 10 11 15}{0 3 6 7 15}{0 6 12 14 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 6 12 13}{0 4 5 6 13}{0 5 6 13 15}{0 6 12 13 15}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15};24 5 2 8 2 6 9 4 2 6 9 4 6 9 6 18;12;1;11;16 65 110 84 24
5078;0;{0 1 3 11 15}{0 1 9 11 15}{0 9 10 11 15}{0 10 12 14 15}{0 3 10 11 15}{0 6 12 14 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{1 5 6 7 15}{1 3 6 7 15}{0 1 3 6 15}{0 1 5 6 15}{0 4 6 12 13}{0 4 5 6 13}{0 5 6 13 15}{0 6 12 13 15}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15};22 7 2 8 2 6 11 2 2 6 9 4 6 9 6 18;12;1;11;16 65 110 84 24
5079;0;{0 10 12 14 15}{0 6 12 14 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{1 5 6 7 15}{1 3 6 7 15}{0 1 3 6 15}{0 1 5 6 15}{0 4 6 12 13}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 5 6 13}{0 5 6 13 15}{0 6 12 13 15}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15};20 9 2 8 2 6 11 2 2 6 11 2 6 9 6 18;12;1;11;16 65 110 84 24
5097;0;{0 5 6 7 15}{0 10 12 14 15}{0 3 6 7 15}{0 6 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 6 12 13}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 5 6 13}{0 5 6 13 15}{0 6 12 13 15}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15};22 6 2 9 2 7 9 3 2 6 11 2 6 9 6 18;12;1;11;16 65 110 84 24
5099;0;{0 10 12 14 15}{0 6 12 14 15}{0 1 3 5 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{0 4 6 12 13}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 5 6 13}{0 5 6 13 15}{0 6 12 13 15}{3 5 6 7 15}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15}{0 3 5 6 15};21 6 2 10 2 8 10 1 2 6 11 2 6 9 6 18;12;1;11;16 64 107 81 23
5100;0;{0 1 3 11 15}{0 1 9 11 15}{0 9 10 11 15}{0 10 12 14 15}{0 3 10 11 15}{0 6 12 14 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{0 1 3 6 15}{0 1 5 6 15}{0 4 6 12 13}{0 4 5 6 13}{0 5 6 13 15}{0 6 12 13 15}{3 5 6 7 15}{1 3 5 6 15}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15};22 6 2 9 2 7 11 1 2 6 9 4 6 9 6 18;12;1;11;16 64 107 81 23
5101;0;{0 10 12 14 15}{0 6 12 14 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{0 1 3 6 15}{0 1 5 6 15}{0 4 6 12 13}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 5 6 13}{0 5 6 13 15}{0 6 12 13 15}{3 5 6 7 15}{1 3 5 6 15}{0 2 3 10 14}{0 3 10 14 15}{0 2 3 6 14}{0 3 6 14 15};20 8 2 9 2 7 11 1 2 6 11 2 6 9 6 18;12;1;11;16 65 110 84 24
5133;0;{0 2 3 11 15}{0 2 3 7 15}{0 2 6 7 15}{0 2 10 11 15}{0 9 10 11 15}{0 5 6 7 15}{0 6 10 14 15}{0 2 6 10 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{0 1 9 12 15}{0 1 5 12 15}{1 5 9 12 15}{0 5 12 14 15}{0 4 5 12 14}{0 5 6 14 15}{0 4 5 6 14};22 5 5 6 2 10 6 4 2 10 6 4 8 1 9 20;13;2;11;16 65 110 84 24
6340;0;{0 1 3 7 15}{0 1 5 7 15}{0 4 5 7 12}{0 4 6 7 14}{0 2 6 7 14}{0 10 12 14 15}{0 5 12 13 15}{3 9 10 11 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{0 5 7 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{1 3 9 10 15};22 6 3 8 3 6 2 10 2 7 11 1 8 6 9 16;13;3;10;16 64 107 81 23
6341;0;{0 1 3 7 15}{0 1 5 7 15}{0 4 5 7 12}{0 10 12 14 15}{0 5 12 13 15}{3 9 10 11 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{2 4 6 7 14}{0 2 4 7 14}{0 5 7 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14}{1 3 9 10 15};21 6 4 8 4 6 1 10 2 7 11 1 8 6 9 16;11;3;8;16 65 110 84 24
6393;0;{0 4 5 7 12}{0 4 6 7 14}{0 2 6 7 14}{0 10 12 14 15}{0 5 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{0 5 7 12 15}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14};22 6 3 8 3 7 2 9 2 6 11 2 8 6 9 16;13;5;8;16 65 110 84 24
6395;0;{0 4 5 7 12}{0 10 12 14 15}{0 5 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{2 4 6 7 14}{0 2 4 7 14}{0 5 7 12 15}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14};21 6 4 8 4 7 1 9 2 6 11 2 8 6 9 16;11;5;6;16 65 110 84 24
6455;0;{0 1 3 11 15}{0 1 3 7 15}{0 1 5 7 15}{0 1 9 11 15}{0 4 5 7 12}{0 9 10 11 15}{0 4 6 7 14}{0 2 6 7 14}{0 10 12 14 15}{0 5 12 13 15}{0 3 10 11 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{0 5 7 12 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14};24 5 3 7 3 6 2 10 2 6 9 4 8 6 9 16;13;3;10;16 65 110 84 24
6456;0;{0 1 3 7 15}{0 1 5 7 15}{0 4 5 7 12}{0 4 6 7 14}{0 2 6 7 14}{0 10 12 14 15}{0 5 12 13 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{0 5 7 12 15}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14};22 7 3 7 3 6 2 10 2 6 11 2 8 6 9 16;13;3;10;16 65 110 84 24
6457;0;{0 1 3 11 15}{0 1 3 7 15}{0 1 5 7 15}{0 1 9 11 15}{0 4 5 7 12}{0 9 10 11 15}{0 10 12 14 15}{0 5 12 13 15}{0 3 10 11 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{2 4 6 7 14}{0 2 4 7 14}{0 5 7 12 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14};23 5 4 7 4 6 1 10 2 6 9 4 8 6 9 16;11;3;8;16 65 110 84 24
6458;0;{0 1 3 7 15}{0 1 5 7 15}{0 4 5 7 12}{0 10 12 14 15}{0 5 12 13 15}{0 8 10 12 13}{0 8 9 10 13}{0 10 12 13 15}{0 9 10 13 15}{0 1 5 9 15}{0 5 9 13 15}{2 4 6 7 14}{0 2 4 7 14}{0 5 7 12 15}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 2 3 10 14}{0 3 10 14 15}{0 3 7 14 15}{0 2 3 7 14};21 7 4 7 4 6 1 10 2 6 11 2 8 6 9 16;11;3;8;16 65 110 84 24
7840;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 5 7 12}{0 2 7 14 15}{0 2 3 10 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{1 5 9 12 15}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15};19 8 6 6 4 7 1 9 2 9 8 2 10 1 10 18;12;3;9;16 65 110 84 24
7842;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 5 7 12}{0 9 12 13 15}{0 2 7 14 15}{0 5 12 13 15}{0 2 3 10 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{0 5 9 13 15}{2 4 6 7 14}{0 2 4 7 14}{0 5 7 12 15}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15};21 6 6 6 4 7 1 9 2 9 8 2 8 3 10 18;12;3;9;16 65 110 84 24
7844;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 5 7 12}{0 2 7 14 15}{0 2 3 10 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{5 9 12 13 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 5 9 15}{2 4 6 7 14}{0 2 4 7 14}{0 5 7 12 15}{1 9 10 11 15}{0 1 9 10 15}{1 3 10 11 15}{0 1 3 10 15}{0 5 9 12 15}{0 4 7 12 14}{0 7 12 14 15};20 6 6 6 4 8 1 9 2 10 8 2 9 1 10 18;12;3;9;16 64 107 81 23
7866;0;{0 1 5 13 15}{0 2 3 7 15}{0 2 10 14 15}{0 1 9 13 15}{0 4 5 7 12}{0 9 12 13 15}{0 2 7 14 15}{0 5 12 13 15}{0 2 3 10 15}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 5 7 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15};21 6 6 7 4 6 1 9 2 9 8 1 8 4 10 18;12;4;8;16 65 110 84 24
7867;0;{0 2 3 7 15}{0 2 10 14 15}{0 4 5 7 12}{0 2 7 14 15}{0 2 3 10 15}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15};19 8 6 7 4 6 1 9 2 9 8 1 10 2 10 18;12;4;8;16 65 110 84 24
7882;0;{0 4 5 7 12}{0 2 3 7 10}{0 9 10 11 15}{0 4 6 7 14}{0 2 6 7 14}{0 3 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};22 6 3 7 3 6 2 11 2 9 8 3 10 2 10 16;14;3;11;16 65 110 84 24
7884;0;{0 4 5 7 12}{0 2 3 7 10}{0 4 6 7 14}{0 2 6 7 14}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 1 3 9 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{0 3 9 10 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};21 6 3 8 3 6 2 11 2 10 9 1 10 2 10 16;14;3;11;16 64 107 81 23
7885;0;{0 1 5 13 15}{0 1 9 13 15}{0 4 5 7 12}{0 2 3 7 10}{0 9 12 13 15}{0 4 6 7 14}{0 2 6 7 14}{0 5 12 13 15}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 5 7 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};22 6 3 7 3 6 2 11 2 9 10 1 8 4 10 16;14;1;13;16 64 107 81 23
7886;0;{0 4 5 7 12}{0 2 3 7 10}{0 4 6 7 14}{0 2 6 7 14}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};20 8 3 7 3 6 2 11 2 9 10 1 10 2 10 16;14;1;13;16 65 110 84 24
7887;0;{0 1 5 13 15}{0 1 9 13 15}{0 4 5 7 12}{0 2 3 7 10}{0 9 12 13 15}{0 5 12 13 15}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{0 5 7 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};21 6 4 7 4 6 1 11 2 9 10 1 8 4 10 16;12;1;11;16 65 110 84 24
7888;0;{0 4 5 7 12}{0 2 3 7 10}{3 9 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{2 4 6 7 14}{0 2 4 7 14}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{0 1 9 10 15}{0 1 3 10 15}{0 4 7 12 14}{0 7 12 14 15}{1 3 9 10 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};19 8 4 7 4 6 1 11 2 9 10 1 10 2 10 16;12;1;11;16 65 110 84 24
7890;0;{0 4 5 7 12}{0 2 3 7 10}{0 9 10 11 15}{0 3 10 11 15}{0 8 9 12 14}{0 8 9 10 14}{0 9 10 14 15}{0 9 12 14 15}{0 1 3 5 15}{0 3 5 7 15}{0 3 9 11 15}{0 1 3 9 15}{2 4 6 7 14}{0 2 4 7 14}{1 5 12 13 15}{1 9 12 13 15}{0 1 9 12 15}{0 1 5 12 15}{0 5 7 12 15}{0 4 7 12 14}{0 7 12 14 15}{0 3 7 10 15}{0 7 10 14 15}{0 2 7 10 14};21 6 4 7 4 6 1 11 2 9 8 3 10 2 10 16;12;3;9;16 65 110 84 24
